,genre
1845,touhou
1846,touhou
1847,touhou
1848,touhou
1849,touhou
1850,touhou
1851,touhou
1852,touhou
1853,touhou
1854,deep new americana
1854,indie folk
1854,modern folk rock
1854,modern rock
1854,new americana
1854,rock
1854,stomp and holler
1855,touhou
1856,australian hip hop
1857,australian hip hop
1858,k-pop
1858,k-pop girl group
1859,k-pop
1859,k-pop girl group
1860,k-pop
1860,k-pop girl group
1861,k-pop
1861,k-pop girl group
1862,
1863,neo mellow
1863,piano rock
1863,pop
1863,pop rock
1864,
1865,latin
1865,reggaeton
1865,trap latino
1866,urbano espanol
1867,deep new americana
1867,indie folk
1867,modern folk rock
1867,modern rock
1867,new americana
1867,rock
1867,stomp and holler
1868,deep new americana
1868,indie folk
1868,modern folk rock
1868,modern rock
1868,new americana
1868,rock
1868,stomp and holler
1869,australian hip hop
1870,touhou
1871,touhou
1872,touhou
1873,touhou
1874,canadian pop
1874,candy pop
1874,dance pop
1874,pop
1874,post-teen pop
1875,modern alternative rock
1875,modern rock
1875,pop
1876,contemporary country
1876,country
1876,country road
1876,modern country rock
1877,indie canario
1878,deep new americana
1878,indie folk
1878,modern folk rock
1878,modern rock
1878,new americana
1878,rock
1878,stomp and holler
1879,metropopolis
1879,modern rock
1879,pop
1879,pop rock
1879,tropical house
1880,dance pop
1880,edm
1880,pop
1880,pop dance
1880,tropical house
1880,uk dance
1880,uk funky
1881,dance pop
1881,pop
1882,destroy techno
1882,edm
1882,electro house
1882,house
1882,pop dance
1882,progressive house
1882,tropical house
1883,dutch hip hop
1883,tropical house
1884,k-pop
1884,korean ost
1885,glam rock
1885,mellow gold
1885,piano rock
1886,brazilian edm
1886,slap house
1887,dance pop
1887,electropop
1887,pop
1887,post-teen pop
1888,dance pop
1888,edm
1888,electro house
1888,moombahton
1888,pop
1888,pop dance
1888,pop rap
1888,tropical house
1889,junior eurovision
1889,variete francaise
1890,
1891,neo mellow
1891,piano rock
1891,pop
1891,pop rock
1892,
1893,modern southern rock
1893,texas country
1894,touhou
1895,japanese vgm
1895,touhou
1896,touhou
1897,korean ost
1898,touhou
1899,touhou
1900,touhou
1901,touhou
1902,touhou
1903,touhou
1904,touhou
1905,touhou
1906,touhou
1907,touhou
1908,touhou
1909,touhou
1910,touhou
1911,touhou
1912,touhou
1913,touhou
1914,touhou
1915,touhou
1916,touhou
1917,touhou
1918,touhou
1919,touhou
1920,deep new americana
1920,indie folk
1920,modern folk rock
1920,modern rock
1920,new americana
1920,rock
1920,stomp and holler
1921,deep new americana
1921,indie folk
1921,modern folk rock
1921,modern rock
1921,new americana
1921,rock
1921,stomp and holler
1922,japanese vgm
1922,touhou
1923,japanese vgm
1923,touhou
1924,japanese vgm
1924,touhou
1925,japanese vgm
1925,touhou
1926,japanese vgm
1926,touhou
1927,japanese vgm
1927,touhou
1928,japanese vgm
1928,touhou
1929,japanese vgm
1929,touhou
1930,japanese vgm
1930,touhou
1931,japanese vgm
1931,touhou
1932,japanese vgm
1932,touhou
1933,japanese vgm
1933,touhou
1934,japanese vgm
1934,touhou
1935,japanese vgm
1935,touhou
1936,japanese vgm
1936,touhou
1937,japanese vgm
1937,touhou
1938,japanese vgm
1938,touhou
1939,japanese vgm
1939,touhou
1940,japanese vgm
1940,touhou
1941,japanese vgm
1941,touhou
1942,japanese vgm
1942,touhou
1943,japanese vgm
1943,touhou
1944,japanese vgm
1944,touhou
1945,japanese vgm
1945,touhou
1946,japanese vgm
1946,touhou
1947,japanese vgm
1947,touhou
1948,japanese vgm
1948,touhou
1949,otacore
1950,japanese vgm
1950,touhou
1951,otacore
1952,japanese vgm
1952,touhou
1953,japanese vgm
1953,touhou
1954,japanese vgm
1954,touhou
1955,japanese vgm
1955,touhou
1956,japanese vgm
1956,touhou
1957,japanese vgm
1957,touhou
1958,japanese vgm
1958,touhou
1959,japanese vgm
1959,touhou
1960,rebel blues
1961,rebel blues
1962,dance pop
1962,edm
1962,electro house
1962,pop
1962,pop dance
1962,tropical house
1963,pop
1963,uk pop
1964,anime
1964,anime rock
1965,urbano espanol
1966,anime
1966,anime rock
1967,
1968,latin
1968,reggaeton
1968,trap latino
1969,latin
1969,reggaeton
1969,trap latino
1970,dance pop
1970,pop
1971,k-rap
1971,korean pop
1971,korean r&b
1972,dance pop
1972,pop
1972,pop rap
1972,r&b
1972,rap
1973,dance pop
1973,pop
1973,pop rap
1973,r&b
1973,rap
1974,australian dance
1974,dance pop
1974,electropop
1974,indie poptimism
1974,metropopolis
1974,pop
1975,australian hip hop
1975,conscious hip hop
1975,escape room
1975,indie soul
1975,zambian hip hop
1976,east coast hip hop
1976,gangster rap
1976,hardcore hip hop
1976,hip hop
1976,pop rap
1976,rap
1977,grime
1977,house
1977,pop dance
1977,uk dance
1977,uk dancehall
1977,uk hip hop
1978,hip hop
1978,pop rap
1978,rap
1978,southern hip hop
1978,trap
1979,grime
1979,house
1979,pop dance
1979,uk dance
1979,uk dancehall
1979,uk hip hop
1980,urbano espanol
1981,touhou
1982,dance pop
1982,latin
1982,latin pop
1982,latin viral pop
1982,pop
1982,rap latina
1982,reggaeton
1982,trap latino
1983,touhou
1984,touhou
1985,touhou
1986,touhou
1987,rebel blues
1988,emo
1988,modern rock
1988,rock
1989,edm
1989,electro house
1989,pop dance
1989,pop edm
1989,progressive electro house
1989,tropical house
1990,deep new americana
1990,indie folk
1990,modern folk rock
1990,modern rock
1990,new americana
1990,rock
1990,stomp and holler
1991,rebel blues
1992,modern alternative rock
1992,rebel blues
1993,touhou
1994,touhou
1995,
1996,
1997,
1998,
1999,urbano espanol
2000,dance pop
2000,pop
2001,destroy techno
2001,edm
2001,electro house
2001,house
2001,pop dance
2001,progressive house
2001,tropical house
2002,dutch hip hop
2002,tropical house
2003,australian hip hop
2004,dance pop
2004,electropop
2004,idol
2004,post-teen pop
2005,japanese dream pop
2006,emo
2006,modern rock
2006,rock
2007,dance pop
2007,pop
2007,pop rap
2007,r&b
2007,rap
2008,j-poprock
2009,k-pop
2010,deep new americana
2010,indie folk
2010,modern folk rock
2010,modern rock
2010,new americana
2010,rock
2010,stomp and holler
2011,contemporary country
2011,country
2011,country road
2011,modern country rock
2012,k-pop
2012,k-pop boy group
2013,dance pop
2013,pop
2013,pop rap
2013,r&b
2013,rap
2014,rebel blues
2015,rebel blues
2016,modern alternative rock
2016,rebel blues
2017,indonesian viral pop
2018,
2019,dfw rap
2019,melodic rap
2019,rap
2020,contemporary country
2020,country
2020,country road
2020,modern country rock
2021,australian hip hop
2022,modern alternative rock
2022,modern rock
2022,pop
2023,modern alternative rock
2023,modern rock
2023,pop
2024,otacore
2025,dutch hip hop
2025,tropical house
2026,touhou
2027,indie canario
2028,folk
2028,lilith
2028,singer-songwriter
2028,women's music
2029,indie canario
2030,
2031,afrobeat brasileiro
2031,brazilian indie
2031,dub brasileiro
2031,manguebeat
2031,mpb
2031,nova mpb
2031,pop nacional
2031,samba reggae
2032,touhou
2033,folk
2033,lilith
2033,singer-songwriter
2033,women's music
2034,touhou
2035,doujin
2035,j-core
2035,touhou
2036,bebop
2036,jazz
2036,jazz fusion
2036,jazz trio
2036,stride
2036,vocal jazz
2037,indie canario
2038,doujin
2038,j-core
2038,touhou
2039,touhou
2040,touhou
2041,touhou
2042,touhou
2043,touhou
2044,touhou
2045,touhou
2046,touhou
2047,folk
2047,lilith
2047,singer-songwriter
2047,women's music
2048,afrobeat brasileiro
2048,brazilian indie
2048,dub brasileiro
2048,manguebeat
2048,mpb
2048,nova mpb
2048,pop nacional
2048,samba reggae
2049,afrobeat brasileiro
2049,brazilian indie
2049,dub brasileiro
2049,manguebeat
2049,mpb
2049,nova mpb
2049,pop nacional
2049,samba reggae
2050,folk
2050,lilith
2050,singer-songwriter
2050,women's music
2051,indie canario
2052,doujin
2052,j-core
2052,touhou
2053,
2054,doujin
2054,j-core
2054,touhou
2055,touhou
2056,doujin
2056,j-core
2056,touhou
2057,alternative r&b
2057,canadian contemporary r&b
2057,chill r&b
2057,pop
2058,touhou
2059,alternative r&b
2059,canadian contemporary r&b
2059,chill r&b
2059,pop
2060,touhou
2061,indie canario
2062,touhou
2063,afrobeat brasileiro
2063,brazilian indie
2063,dub brasileiro
2063,manguebeat
2063,mpb
2063,nova mpb
2063,pop nacional
2063,samba reggae
2064,touhou
2065,afrobeat brasileiro
2065,brazilian indie
2065,dub brasileiro
2065,manguebeat
2065,mpb
2065,nova mpb
2065,pop nacional
2065,samba reggae
2066,touhou
2067,folk
2067,lilith
2067,singer-songwriter
2067,women's music
2068,afrobeat brasileiro
2068,brazilian indie
2068,dub brasileiro
2068,manguebeat
2068,mpb
2068,nova mpb
2068,pop nacional
2068,samba reggae
2069,
2070,doujin
2070,j-core
2070,touhou
2071,touhou
2072,indie canario
2073,touhou
2074,afrobeat brasileiro
2074,brazilian indie
2074,dub brasileiro
2074,manguebeat
2074,mpb
2074,nova mpb
2074,pop nacional
2074,samba reggae
2075,touhou
2076,touhou
2077,
2078,indie canario
2079,
2080,dance pop
2080,pop
2080,pop rap
2080,r&b
2080,rap
2081,cali rap
2081,pop rap
2082,doujin
2082,j-core
2082,touhou
2083,dance pop
2083,dutch edm
2083,edm
2083,electro house
2083,pop
2083,pop dance
2083,progressive house
2083,tropical house
2084,brazilian edm
2084,slap house
2085,dance pop
2085,electropop
2085,pop
2085,post-teen pop
2086,dfw rap
2086,melodic rap
2086,rap
2087,australian hip hop
2088,detroit hip hop
2088,hip hop
2088,rap
2089,dance pop
2089,pop
2090,glam rock
2090,mellow gold
2090,piano rock
2091,dance pop
2091,edm
2091,electro house
2091,moombahton
2091,pop
2091,pop dance
2091,pop rap
2091,tropical house
2092,
2093,dance pop
2093,edm
2093,pop
2093,pop dance
2093,tropical house
2093,uk dance
2093,uk funky
2094,contemporary country
2094,country
2094,country road
2094,modern country rock
2095,k-pop
2095,korean ost
2096,emo
2096,modern rock
2096,rock
2097,edm
2097,electro house
2097,pop dance
2097,pop edm
2097,progressive electro house
2097,tropical house
2098,
2099,korean ost
2100,rebel blues
2101,japanese vgm
2101,touhou
2102,modern alternative rock
2102,rebel blues
2103,japanese vgm
2103,touhou
2104,japanese vgm
2104,touhou
2105,japanese vgm
2105,touhou
2106,japanese vgm
2106,touhou
2107,japanese vgm
2107,touhou
2108,japanese vgm
2108,touhou
2109,japanese vgm
2109,touhou
2110,japanese vgm
2110,touhou
2111,japanese vgm
2111,touhou
2112,japanese vgm
2112,touhou
2113,japanese vgm
2113,touhou
2114,japanese vgm
2114,touhou
2115,japanese vgm
2115,touhou
2116,k-pop
2116,k-pop girl group
2117,k-pop
2117,k-pop girl group
2118,deep new americana
2118,indie folk
2118,modern folk rock
2118,modern rock
2118,new americana
2118,rock
2118,stomp and holler
2119,deep new americana
2119,indie folk
2119,modern folk rock
2119,modern rock
2119,new americana
2119,rock
2119,stomp and holler
2120,deep new americana
2120,indie folk
2120,modern folk rock
2120,modern rock
2120,new americana
2120,rock
2120,stomp and holler
2121,deep new americana
2121,indie folk
2121,modern folk rock
2121,modern rock
2121,new americana
2121,rock
2121,stomp and holler
2122,
2123,dance pop
2123,girl group
2123,pop
2123,post-teen pop
2123,talent show
2123,uk pop
2124,
2125,
2126,k-pop
2127,dark trap
2127,ohio hip hop
2127,underground hip hop
2127,vapor trap
2127,viral rap
2128,deep new americana
2128,indie folk
2128,modern folk rock
2128,modern rock
2128,new americana
2128,rock
2128,stomp and holler
2129,rebel blues
2130,
2131,electra
2131,float house
2132,indie canario
2133,alternative r&b
2133,canadian contemporary r&b
2133,chill r&b
2133,pop
2134,touhou
2135,touhou
2136,indie canario
2137,
2138,denpa-kei
2138,doujin
2138,touhou
2139,japanese vgm
2139,touhou
2140,japanese vgm
2140,touhou
2141,chinese electropop
2141,chinese idol pop
2141,k-pop
2142,japanese vgm
2142,touhou
2143,canadian pop
2143,candy pop
2143,dance pop
2143,pop
2143,post-teen pop
2144,canadian pop
2144,candy pop
2144,dance pop
2144,pop
2144,post-teen pop
2145,touhou
2146,touhou
2147,touhou
2148,touhou
2149,touhou
2150,touhou
2151,touhou
2152,touhou
2153,chinese electropop
2153,chinese idol pop
2153,k-pop
2154,touhou
2155,touhou
2156,dance pop
2156,pop
2156,pop rap
2156,r&b
2156,rap
2157,cali rap
2157,pop rap
2158,boston hip hop
2158,hip hop
2158,pop rap
2158,rap
2159,modern alternative rock
2159,rebel blues
2160,dance pop
2160,pop
2160,pop rap
2160,r&b
2160,rap
2161,cali rap
2161,pop rap
2162,k-pop
2162,k-pop girl group
2163,modern alternative rock
2163,rebel blues
2164,post-teen pop
2165,dance pop
2165,electropop
2165,pop
2165,post-teen pop
2166,touhou
2167,touhou
2168,touhou
2169,touhou
2170,touhou
2171,touhou
2172,indie canario
2173,japanese vgm
2173,touhou
2174,japanese vgm
2174,touhou
2175,alternative r&b
2175,canadian contemporary r&b
2175,chill r&b
2175,pop
2176,indie canario
2177,japanese vgm
2177,touhou
2178,
2179,denpa-kei
2179,doujin
2179,touhou
2180,canadian pop
2180,candy pop
2180,dance pop
2180,pop
2180,post-teen pop
2181,chinese electropop
2181,chinese idol pop
2181,k-pop
2182,touhou
2183,touhou
2184,touhou
2185,touhou
2186,touhou
2187,neo mellow
2187,piano rock
2187,pop
2187,pop rock
2188,
2189,
2190,avant-garde metal
2190,breakcore
2190,cybergrind
2190,french metal
2190,opera metal
2191,touhou
2192,indie canario
2193,
2194,k-pop
2194,k-rap
2194,korean r&b
2195,bubblegum dance
2195,dance pop
2195,europop
2196,classic k-pop
2196,k-rock
2196,korean old school hip hop
2197,latin
2197,latin hip hop
2197,reggaeton
2197,reggaeton flow
2197,trap latino
2198,dance pop
2198,pop
2198,pop rap
2198,rap
2199,electra
2199,float house
2200,rebel blues
2201,rebel blues
2202,rebel blues
2203,rebel blues
2204,rebel blues
2205,rebel blues
2206,alternative dance
2206,art pop
2206,dance pop
2206,electronica
2206,electropop
2206,neo-synthpop
2206,new rave
2207,
2208,
2209,dance pop
2209,latin
2209,miami hip hop
2209,pop
2209,pop rap
2210,dance pop
2210,girl group
2210,hip pop
2210,pop
2210,r&b
2210,urban contemporary
2211,candy pop
2211,pixie
2211,pop emo
2211,pop punk
2212,east coast hip hop
2212,hip hop
2212,rap
2213,alternative metal
2213,nu metal
2213,post-grunge
2213,rap metal
2214,anime lo-fi
2214,lo-fi beats
2215,british soul
2215,pop
2215,pop soul
2215,uk pop
2216,detroit hip hop
2216,hip hop
2216,rap
2217,british soul
2217,pop
2217,pop soul
2217,uk pop
2218,dance pop
2218,girl group
2218,hip pop
2218,pop
2218,post-teen pop
2218,urban contemporary
2219,alternative metal
2219,canadian rock
2219,funk metal
2219,nu metal
2219,post-grunge
2219,rap rock
2219,wrestling
2220,pop
2220,pop rock
2221,pop
2221,uk pop
2222,atl hip hop
2222,atlanta bass
2222,crunk
2222,dirty south rap
2222,gangster rap
2222,hip hop
2222,old school atlanta hip hop
2222,pop rap
2222,rap
2222,southern hip hop
2222,trap
2223,alternative metal
2223,nu metal
2223,post-grunge
2223,rap metal
2224,
2225,art pop
2225,electropop
2225,pop
2226,dance pop
2226,edm
2226,pop
2226,pop dance
2226,tropical house
2226,uk dance
2227,dance pop
2227,girl group
2227,pop
2227,post-teen pop
2227,talent show
2227,uk pop
2228,vocaloid
2229,modern rock
2230,dance pop
2230,edm
2230,pop
2230,pop dance
2230,tropical house
2230,uk dance
2231,dance pop
2231,girl group
2231,pop
2231,post-teen pop
2231,talent show
2231,uk pop
2232,indie canario
2233,k-pop
2233,k-pop boy group
2234,dance pop
2234,edm
2234,pop
2234,pop dance
2234,tropical house
2234,uk dance
2234,uk funky
2235,dance pop
2235,edm
2235,pop
2235,pop dance
2235,tropical house
2235,uk dance
2235,uk funky
2236,dance pop
2236,edm
2236,electro house
2236,pop
2236,pop dance
2236,tropical house
2237,k-pop boy group
2238,modern rock
2238,pop
2238,rock
2239,dance pop
2239,edm
2239,electro house
2239,pop
2239,pop dance
2239,tropical house
2240,aesthetic rap
2240,meme rap
2240,sad lo-fi
2240,sad rap
2241,k-pop
2241,k-pop boy group
2242,new wave
2242,permanent wave
2242,rock
